Appendage,Gene,Name,Category,LFC_sex,padj_sex,Sex_bias,LFC_mating,padj_mating,GO_Domain,GO_Name,Chemosensory_family,Dmel_hit,Dmel_gene_symbol,Dmel_protein_description,Dmel_evalue,Dmel_pct_aa_identity,Dmel_query_coverage_pct,Dmel_bitscore,NCBI_gene_name
Maxillary palp,XM_038059103.1,dopamine N-acetyltransferase,Sex-dimorphic only,1.454751078,7.96e-17,Female-biased,-0.759074338,0.000113339,Unknown,Unknown,NA,TRUE,NP_001401022.1| speck,"NP_001401022.1| speck, isoform C",6.18e-88,53.1,47.5,271.6,dopamine N-acetyltransferase
Maxillary palp,XM_038068251.1,uncharacterized LOC119659920,Sex-dimorphic only,-1.4353674,3.05e-05,Male-biased,-1.361317104,0.001545396,Unknown,Unknown,NA,TRUE,NP_001262504.1| uncharacterized protein Dmel_CG14395,"NP_001262504.1| uncharacterized protein Dmel_CG14395, isoform E",2.79e-122,55.8,27,412.1,uncharacterized LOC119659920
Maxillary palp,XM_038052689.1,uncharacterized LOC119650151,Sex-and-mating-regulated: direction reinforced by mating,-1.427453258,6.36e-47,Male-biased,-1.059247094,6.85276540174016e-26,Unknown,Unknown,NA,TRUE,NP_001189073.1| uncharacterized protein Dmel_CG13314,"NP_001189073.1| uncharacterized protein Dmel_CG13314, isoform B",1.06e-17,43.3,49,77,uncharacterized LOC119650151
Maxillary palp,XM_038052690.1,uncharacterized LOC119650151,Sex-and-mating-regulated: direction reinforced by mating,-1.427453258,6.36e-47,Male-biased,-1.059247094,6.85276540174016e-26,Unknown,Unknown,NA,TRUE,NP_001163027.1| uncharacterized protein Dmel_CG14397,NP_001163027.1| uncharacterized protein Dmel_CG14397,8.37e-18,46.3,48,75.9,uncharacterized LOC119650151
Maxillary palp,XM_038052692.1,uncharacterized LOC119650151,Sex-and-mating-regulated: direction reinforced by mating,-1.427453258,6.36e-47,Male-biased,-1.059247094,6.85276540174016e-26,Unknown,Unknown,NA,TRUE,NP_001189073.1| uncharacterized protein Dmel_CG13314,"NP_001189073.1| uncharacterized protein Dmel_CG13314, isoform B",6.20e-18,41.1,61.9,76.6,uncharacterized LOC119650151
Maxillary palp,XM_038068363.1,farnesol dehydrogenase-like,Sex-dimorphic only,-1.417035541,8.91e-06,Male-biased,0.789575317,0.06110757,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,7.21e-85,51.4,77.2,256.5,farnesol dehydrogenase-like
Maxillary palp,XM_038055802.1,protein yellow-like,Sex-and-mating-regulated: direction reinforced by mating,-1.412495731,1.59e-05,Male-biased,-2.043518171,5.21387436886317e-109,Unknown,Unknown,NA,TRUE,NP_001285947.1| yellow-c,"NP_001285947.1| yellow-c, isoform B",0.00e+00,59.3,82.8,575.9,protein yellow-like
Maxillary palp,XM_038055350.1,uncharacterized LOC119651662,Sex-and-mating-regulated: direction reinforced by mating,-1.403657445,2.15e-32,Male-biased,-1.353195278,9.56820682526939e-85,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119651662
Maxillary palp,XM_038065571.1,protein yellow,Sex-dimorphic only,-1.392726986,5.76e-05,Male-biased,-0.844466453,0.00255842,Unknown,Unknown,NA,TRUE,NP_476792.1| yellow,NP_476792.1| yellow,0.00e+00,66.2,81.8,713.4,protein yellow
Maxillary palp,XM_038067291.1,uncharacterized LOC119659283,Sex-dimorphic only,-1.391963092,0.000186598,Male-biased,-1.877122104,0.007386713,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119659283
Maxillary palp,XM_038064422.1,major royal jelly protein 1,Sex-dimorphic only,-1.390863764,7.12e-06,Male-biased,-0.707347984,0.075540331,Unknown,Unknown,NA,TRUE,NP_524344.1| yellow-e,NP_524344.1| yellow-e,3.78e-179,57.1,56.2,525,major royal jelly protein 1
Maxillary palp,XM_038064423.1,major royal jelly protein 1,Sex-dimorphic only,-1.390863764,7.12e-06,Male-biased,-0.707347984,0.075540331,Unknown,Unknown,NA,TRUE,NP_524344.1| yellow-e,NP_524344.1| yellow-e,1.77e-179,57.1,57.3,525.4,major royal jelly protein 1
Maxillary palp,XM_038068245.1,uncharacterized LOC119659920,Sex-dimorphic only,-1.390743687,3.88e-05,Male-biased,-1.315528784,0.002018931,Unknown,Unknown,NA,TRUE,NP_001262508.1| uncharacterized protein Dmel_CG14395,"NP_001262508.1| uncharacterized protein Dmel_CG14395, isoform J",7.34e-147,56.6,26.1,484.2,uncharacterized LOC119659920
Maxillary palp,XM_038068246.1,uncharacterized LOC119659920,Sex-dimorphic only,-1.390743687,3.88e-05,Male-biased,-1.315528784,0.002018931,Unknown,Unknown,NA,TRUE,NP_001262508.1| uncharacterized protein Dmel_CG14395,"NP_001262508.1| uncharacterized protein Dmel_CG14395, isoform J",9.50e-147,56.6,26.2,483.8,uncharacterized LOC119659920
Maxillary palp,XM_038068247.1,uncharacterized LOC119659920,Sex-dimorphic only,-1.390743687,3.88e-05,Male-biased,-1.315528784,0.002018931,Unknown,Unknown,NA,TRUE,NP_001163598.1| uncharacterized protein Dmel_CG14395,"NP_001163598.1| uncharacterized protein Dmel_CG14395, isoform F",0.00e+00,49.2,50.8,812,uncharacterized LOC119659920
Maxillary palp,XM_038068248.1,uncharacterized LOC119659920,Sex-dimorphic only,-1.390743687,3.88e-05,Male-biased,-1.315528784,0.002018931,Unknown,Unknown,NA,TRUE,AAM50535.1| AT05180p,AAM50535.1| AT05180p,0.00e+00,48.7,50.8,790.8,uncharacterized LOC119659920
Maxillary palp,XM_038068250.1,uncharacterized LOC119659920,Sex-dimorphic only,-1.390743687,3.88e-05,Male-biased,-1.315528784,0.002018931,Unknown,Unknown,NA,TRUE,NP_001262504.1| uncharacterized protein Dmel_CG14395,"NP_001262504.1| uncharacterized protein Dmel_CG14395, isoform E",0.00e+00,51.7,49.5,827.4,uncharacterized LOC119659920
Maxillary palp,XM_038060974.1,chymotrypsin inhibitor-like,Sex-dimorphic only,-1.39020818,2.23e-05,Male-biased,-1.046257064,0.036323764,Unknown,Unknown,NA,TRUE,NP_001036256.2| uncharacterized protein Dmel_CG42259,"NP_001036256.2| uncharacterized protein Dmel_CG42259, isoform A",9.05e-07,36.5,61.1,45.1,chymotrypsin inhibitor-like
Maxillary palp,XM_038064424.1,major royal jelly protein 1,Sex-dimorphic only,-1.38711002,8.12e-06,Male-biased,-0.688167182,0.089096628,Unknown,Unknown,NA,TRUE,NP_524344.1| yellow-e,NP_524344.1| yellow-e,5.15e-180,57.1,61.7,524.6,major royal jelly protein 1
Maxillary palp,XM_038058918.1,uncharacterized LOC119653860,Sex-dimorphic only,-1.382606067,2.24e-07,Male-biased,0.253573442,0.65093561,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119653860
Maxillary palp,XM_038071065.1,uncharacterized LOC119661638,Sex-and-mating-regulated: direction reinforced by mating,-1.380270017,8.26e-06,Male-biased,-1.992940404,5.84044007823364e-05,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119661638
Maxillary palp,XM_038067016.1,uncharacterized LOC119659095,Sex-dimorphic only,1.364582193,4.53e-12,Female-biased,-0.665283195,0.000260529,Unknown,Unknown,NA,TRUE,NP_001036371.1| uncharacterized protein Dmel_CG34136,NP_001036371.1| uncharacterized protein Dmel_CG34136,1.63e-09,43.9,21.5,54.7,uncharacterized LOC119659095
Maxillary palp,XM_038069523.1,uncharacterized LOC119660758,Sex-and-mating-regulated: direction reinforced by mating,-1.350814129,9.82e-20,Male-biased,-1.490291448,2.77594795627332e-68,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119660758
Maxillary palp,XM_038049736.1,uncharacterized LOC119648161,Sex-dimorphic only,-1.347500151,5.33e-10,Male-biased,-0.984624531,1.47425709634014e-07,Unknown,Unknown,NA,TRUE,AEM98448.1| MIP30171p1,"AEM98448.1| MIP30171p1, partial",5.96e-107,52.7,18.2,356.7,uncharacterized LOC119648161
Maxillary palp,XM_038066619.1,translation initiation factor IF-2,Sex-and-mating-regulated: direction reinforced by mating,-1.342072484,6.68e-20,Male-biased,-2.014764718,8.8472402513084e-102,Unknown,Unknown,NA,TRUE,AAQ23534.1| RH40749p,AAQ23534.1| RH40749p,3.29e-07,48.3,13.4,53.1,translation initiation factor IF-2
Maxillary palp,XM_038065736.1,uncharacterized LOC119658374,Sex-dimorphic only,1.337534785,4.76e-09,Female-biased,0.160809995,0.55074138,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119658374
Maxillary palp,XM_038068033.1,uncharacterized LOC119659772,Sex-and-mating-regulated: direction reinforced by mating,-1.312228957,1.83e-10,Male-biased,-1.435878614,2.26133839939793e-11,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119659772
Maxillary palp,XM_038060497.1,mucin-12,Sex-and-mating-regulated: direction reinforced by mating,-1.306779296,1.16e-98,Male-biased,-1.226854775,9.78811738936184e-47,Unknown,Unknown,NA,TRUE,NP_001286822.1| uncharacterized protein Dmel_CG16786,"NP_001286822.1| uncharacterized protein Dmel_CG16786, isoform C",5.28e-116,34.5,60.4,386,mucin-12
Maxillary palp,XM_038060498.1,mucin-12,Sex-and-mating-regulated: direction reinforced by mating,-1.306779296,1.16e-98,Male-biased,-1.226854775,9.78811738936184e-47,Unknown,Unknown,NA,TRUE,NP_001286822.1| uncharacterized protein Dmel_CG16786,"NP_001286822.1| uncharacterized protein Dmel_CG16786, isoform C",4.57e-116,34.5,61,386,mucin-12
Maxillary palp,XM_038060499.1,mucin-12,Sex-and-mating-regulated: direction reinforced by mating,-1.306779296,1.16e-98,Male-biased,-1.226854775,9.78811738936184e-47,Unknown,Unknown,NA,TRUE,NP_001286822.1| uncharacterized protein Dmel_CG16786,"NP_001286822.1| uncharacterized protein Dmel_CG16786, isoform C",2.50e-121,35.6,60.9,400.2,mucin-12
Maxillary palp,XM_038056545.1,trithorax group protein osa,Sex-dimorphic only,-1.304928059,4.51e-28,Male-biased,0.154895453,0.063214166,Unknown,Unknown,NA,TRUE,AAM29269.1| AT15667p,AAM29269.1| AT15667p,5.84e-27,36.1,48,111.7,trithorax group protein osa
Maxillary palp,XM_038050318.1,developmental regulatory protein wetA-like,Sex-dimorphic only,-1.302506718,9.37e-38,Male-biased,0.160711178,0.306827314,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,developmental regulatory protein wetA-like
Maxillary palp,XM_038051891.1,uncharacterized LOC119649639,Sex-dimorphic only,1.286100751,0.000159599,Female-biased,0.812270893,0.000716587,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119649639
Maxillary palp,XM_038056546.1,uncharacterized LOC119652423,Sex-dimorphic only,-1.283487246,7.98e-09,Male-biased,-0.063427854,0.921692469,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119652423
Maxillary palp,XM_038054576.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.276397789,2.93e-31,Male-biased,0.281733926,0.108751063,Unknown,Unknown,NA,TRUE,NP_001163014.1| uncharacterized protein Dmel_CG17549,"NP_001163014.1| uncharacterized protein Dmel_CG17549, isoform D",2.59e-06,42.7,19.2,49.7,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038054574.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.276348563,2.93e-31,Male-biased,0.281698217,0.108870325,Unknown,Unknown,NA,TRUE,NP_001163014.1| uncharacterized protein Dmel_CG17549,"NP_001163014.1| uncharacterized protein Dmel_CG17549, isoform D",2.83e-06,42.7,17.5,50.1,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038054573.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.276288147,2.93e-31,Male-biased,0.281705196,0.108776789,Unknown,Unknown,NA,TRUE,NP_001163014.1| uncharacterized protein Dmel_CG17549,"NP_001163014.1| uncharacterized protein Dmel_CG17549, isoform D",2.85e-06,42.7,17.4,50.1,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038054572.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.276253752,2.93e-31,Male-biased,0.281670921,0.108828101,Unknown,Unknown,NA,TRUE,NP_001163014.1| uncharacterized protein Dmel_CG17549,"NP_001163014.1| uncharacterized protein Dmel_CG17549, isoform D",2.06e-06,42.7,16.6,50.4,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038054575.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.276253752,2.93e-31,Male-biased,0.281670921,0.108828101,Unknown,Unknown,NA,TRUE,NP_001163014.1| uncharacterized protein Dmel_CG17549,"NP_001163014.1| uncharacterized protein Dmel_CG17549, isoform D",2.09e-06,42.7,16.8,50.4,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038054571.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.27344206,4.49e-31,Male-biased,0.280932422,0.110783979,Unknown,Unknown,NA,TRUE,NP_001163014.1| uncharacterized protein Dmel_CG17549,"NP_001163014.1| uncharacterized protein Dmel_CG17549, isoform D",3.05e-06,42.7,16.4,50.1,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038054578.1,"glycine-rich RNA-binding protein 3, mitochondrial",Sex-dimorphic only,-1.27344206,4.49e-31,Male-biased,0.280932422,0.110783979,Unknown,Unknown,NA,TRUE,NP_001260571.1| uncharacterized protein Dmel_CG17549,"NP_001260571.1| uncharacterized protein Dmel_CG17549, isoform E",2.12e-06,42.7,17.3,50.1,"glycine-rich RNA-binding protein 3, mitochondrial"
Maxillary palp,XM_038064064.1,uncharacterized LOC119657247,Sex-and-mating-regulated: direction reinforced by mating,-1.261857865,3.96e-46,Male-biased,-1.447338251,1.52990627678532e-59,Unknown,Unknown,NA,TRUE,NP_569925.2| uncharacterized protein Dmel_CG14795,NP_569925.2| uncharacterized protein Dmel_CG14795,5.25e-27,61.1,39.6,100.5,uncharacterized LOC119657247
Maxillary palp,XM_038064065.1,uncharacterized LOC119657247,Sex-and-mating-regulated: direction reinforced by mating,-1.259444459,3.69e-46,Male-biased,-1.445669829,9.80945455936072e-61,Unknown,Unknown,NA,TRUE,NP_569925.2| uncharacterized protein Dmel_CG14795,NP_569925.2| uncharacterized protein Dmel_CG14795,1.52e-26,61.1,33.2,100.5,uncharacterized LOC119657247
Maxillary palp,XM_038064066.1,uncharacterized LOC119657247,Sex-and-mating-regulated: direction reinforced by mating,-1.259444459,3.69e-46,Male-biased,-1.445669829,9.80945455936072e-61,Unknown,Unknown,NA,TRUE,NP_569925.2| uncharacterized protein Dmel_CG14795,NP_569925.2| uncharacterized protein Dmel_CG14795,1.52e-26,61.1,33.1,100.5,uncharacterized LOC119657247
Maxillary palp,XM_038064067.1,uncharacterized LOC119657247,Sex-and-mating-regulated: direction reinforced by mating,-1.259444459,3.69e-46,Male-biased,-1.445669829,9.80945455936072e-61,Unknown,Unknown,NA,TRUE,NP_569925.2| uncharacterized protein Dmel_CG14795,NP_569925.2| uncharacterized protein Dmel_CG14795,1.41e-26,61.1,33.5,100.5,uncharacterized LOC119657247
Maxillary palp,XM_038064773.1,uncharacterized LOC119657731,Sex-and-mating-regulated: direction reinforced by mating,-1.25696275,1.94e-10,Male-biased,-2.3211949,2.14341318932677e-87,Unknown,Unknown,NA,TRUE,NP_001263130.1| uncharacterized protein Dmel_CG15544,"NP_001263130.1| uncharacterized protein Dmel_CG15544, isoform B",2.87e-41,34.3,23.2,166.4,uncharacterized LOC119657731
Maxillary palp,XM_038057907.1,farnesol dehydrogenase-like,Sex-dimorphic only,1.252883147,1.42e-17,Female-biased,-0.289757371,0.119418543,Unknown,Unknown,NA,TRUE,NP_572746.1| uncharacterized protein Dmel_CG9360,NP_572746.1| uncharacterized protein Dmel_CG9360,1.36e-96,54.6,73.7,287.3,farnesol dehydrogenase-like
Maxillary palp,XM_038065588.1,uncharacterized LOC119658293,Sex-dimorphic only,1.251674249,3.81e-18,Female-biased,0.619891255,3.55738716870618e-05,Unknown,Unknown,NA,TRUE,NP_001260130.1| uncharacterized protein Dmel_CG9497,"NP_001260130.1| uncharacterized protein Dmel_CG9497, isoform B",3.58e-78,33.2,78.5,251.9,uncharacterized LOC119658293
Maxillary palp,XM_038065589.1,uncharacterized LOC119658293,Sex-dimorphic only,1.250441131,5.4e-18,Female-biased,0.619082933,3.77326820107258e-05,Unknown,Unknown,NA,TRUE,NP_001260130.1| uncharacterized protein Dmel_CG9497,"NP_001260130.1| uncharacterized protein Dmel_CG9497, isoform B",5.34e-78,33.2,76.4,251.9,uncharacterized LOC119658293
Maxillary palp,XM_038064032.1,"glutenin, low molecular weight subunit",Sex-dimorphic only,1.249961132,2.28e-05,Female-biased,-0.529305788,0.048018077,Unknown,Unknown,NA,TRUE,NP_728167.1| uncharacterized protein Dmel_CG32548,"NP_728167.1| uncharacterized protein Dmel_CG32548, isoform B",9.25e-11,55.1,17.1,62.4,"glutenin, low molecular weight subunit"
Maxillary palp,XM_038047479.1,uncharacterized LOC119646856,Sex-dimorphic only,-1.229988686,1.68e-34,Male-biased,-0.488835195,6.98895542630884e-10,Unknown,Unknown,NA,TRUE,NP_001014600.1| juvenile hormone binding protein 6,"NP_001014600.1| juvenile hormone binding protein 6, isoform B",2.07e-33,26.6,62,127.1,uncharacterized LOC119646856
Maxillary palp,XM_038070401.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-1.223226655,0.000240935,Male-biased,-3.877485742,4.97423599037171e-14,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,9.67e-18,49.3,73.2,77,adult cuticle protein 1-like
Maxillary palp,XM_038060793.1,uncharacterized LOC119655091,Sex-dimorphic only,-1.218487132,2.48e-21,Male-biased,-0.118771511,0.675665209,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119655091
Maxillary palp,XM_038060796.1,uncharacterized LOC119655091,Sex-dimorphic only,-1.218487132,2.48e-21,Male-biased,-0.118771511,0.675665209,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119655091
Maxillary palp,XM_038068734.1,protein takeout-like,Sex-dimorphic only,1.215620915,8.48e-05,Female-biased,-0.46814155,0.076042501,Unknown,Unknown,NA,TRUE,NP_001262622.1| juvenile hormone binding protein 5,"NP_001262622.1| juvenile hormone binding protein 5, isoform B",1.66e-40,29.4,26.5,151,protein takeout-like
Maxillary palp,XM_038070181.1,adult cuticle protein 1-like,Sex-and-mating-regulated: direction reinforced by mating,-1.208859956,3.63e-12,Male-biased,-2.907767316,1.81664631045651e-48,Unknown,Unknown,NA,TRUE,AAM29629.1| RH70420p,AAM29629.1| RH70420p,1.94e-15,44.1,55.4,71.2,adult cuticle protein 1-like
Maxillary palp,XM_038064425.1,major royal jelly protein 1-like,Sex-dimorphic only,-1.205180791,2.83e-08,Male-biased,0.252625956,0.586630785,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",1.83e-122,44.5,67.6,369.4,major royal jelly protein 1-like
Maxillary palp,XM_038068733.1,protein takeout-like,Sex-dimorphic only,1.198522806,8.34e-05,Female-biased,-0.454680533,0.097912568,Unknown,Unknown,NA,TRUE,NP_001262622.1| juvenile hormone binding protein 5,"NP_001262622.1| juvenile hormone binding protein 5, isoform B",8.30e-41,29.4,31.8,151,protein takeout-like
Maxillary palp,XM_038047092.1,uncharacterized LOC119646599,Sex-dimorphic only,1.193855312,1.02e-40,Female-biased,-0.215984701,0.003495008,Unknown,Unknown,NA,TRUE,NP_608571.2| uncharacterized protein Dmel_CG4577,"NP_608571.2| uncharacterized protein Dmel_CG4577, isoform A",7.03e-12,28.2,27.1,69.3,uncharacterized LOC119646599
Maxillary palp,XM_038071043.1,uncharacterized LOC119661623,Sex-and-mating-regulated: direction reinforced by mating,-1.179999653,1.88e-07,Male-biased,-1.82912059,1.94677956609062e-23,Unknown,Unknown,NA,TRUE,NP_001097086.1| snustorr snarlik,"NP_001097086.1| snustorr snarlik, isoform D",2.90e-37,49.7,25.3,139.4,uncharacterized LOC119661623
Maxillary palp,XM_038055301.1,protein pygopus-like,Sex-dimorphic only,-1.15868388,1.07e-13,Male-biased,-0.581924276,0.001967733,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein pygopus-like
Maxillary palp,XM_038055302.1,protein pygopus-like,Sex-dimorphic only,-1.15868388,1.07e-13,Male-biased,-0.581924276,0.001967733,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein pygopus-like
Maxillary palp,XM_038055303.1,protein pygopus-like,Sex-dimorphic only,-1.15868388,1.07e-13,Male-biased,-0.581924276,0.001967733,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein pygopus-like
Maxillary palp,XM_038055305.1,protein pygopus-like,Sex-dimorphic only,-1.15868388,1.07e-13,Male-biased,-0.581924276,0.001967733,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein pygopus-like
Maxillary palp,XM_038055306.1,protein pygopus-like,Sex-dimorphic only,-1.15868388,1.07e-13,Male-biased,-0.581924276,0.001967733,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein pygopus-like
Maxillary palp,XM_038055307.1,protein pygopus-like,Sex-dimorphic only,-1.15868388,1.07e-13,Male-biased,-0.581924276,0.001967733,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,protein pygopus-like
Maxillary palp,XM_038068340.1,circadian clock-controlled protein daywake,Sex-and-mating-regulated: direction reversed by mating,-1.151158559,2.24e-12,Male-biased,1.583208072,2.53127030379581e-83,Unknown,Unknown,NA,TRUE,NP_651265.1| juvenile hormone binding protein 12,NP_651265.1| juvenile hormone binding protein 12,6.52e-29,26.2,77.2,112.1,circadian clock-controlled protein daywake
Maxillary palp,XM_038068916.1,uncharacterized LOC119660388,Sex-dimorphic only,-1.147851025,5.74e-05,Male-biased,0.864621043,0.000224619,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119660388
Maxillary palp,XM_038063894.1,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,Sex-dimorphic only,-1.147658489,3.31e-10,Male-biased,0.67180108,0.000848851,Unknown,Unknown,NA,TRUE,NP_001261386.1| uncharacterized protein Dmel_CG14984,"NP_001261386.1| uncharacterized protein Dmel_CG14984, isoform C",9.08e-09,47.5,19.3,53.5,phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
Maxillary palp,XM_038047070.1,uncharacterized LOC119646578,Sex-dimorphic only,-1.146888704,2.37e-26,Male-biased,-0.450639522,0.000103354,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119646578
Maxillary palp,XM_038056835.1,protein CREG1-like,Sex-dimorphic only,1.140381309,2.86e-10,Female-biased,0.611261482,6.69123093995011e-05,Unknown,Unknown,NA,TRUE,NP_001247152.1| cellular repressor of E1A-stimulated genes,"NP_001247152.1| cellular repressor of E1A-stimulated genes, isoform D",1.32e-52,48,52.7,173.3,protein CREG1-like
Maxillary palp,XM_038050687.1,uncharacterized LOC119648827,Sex-dimorphic only,-1.110022916,2.22e-07,Male-biased,0.122221538,0.810185826,Unknown,Unknown,NA,TRUE,AAL40004.1| SD10415p,AAL40004.1| SD10415p,3.67e-16,33.1,59,77.4,uncharacterized LOC119648827
Maxillary palp,XM_038055767.1,uncharacterized LOC119651931,Sex-and-mating-regulated: direction reinforced by mating,-1.108613994,4.82e-06,Male-biased,-2.181567585,2.98068634189655e-11,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119651931
Maxillary palp,XM_038050688.1,uncharacterized LOC119648827,Sex-dimorphic only,-1.095545976,3.64e-07,Male-biased,0.117468346,0.819614125,Unknown,Unknown,NA,TRUE,AAL40004.1| SD10415p,AAL40004.1| SD10415p,4.72e-16,33.1,56.8,77.4,uncharacterized LOC119648827
Maxillary palp,XM_038066413.1,uncharacterized LOC119658739,Sex-dimorphic only,-1.084534485,2.12e-11,Male-biased,0.0489661,0.891688148,Unknown,Unknown,NA,TRUE,NP_651385.3| uncharacterized protein Dmel_CG10562,NP_651385.3| uncharacterized protein Dmel_CG10562,5.12e-93,36.6,72.6,291.2,uncharacterized LOC119658739
Maxillary palp,XM_038070422.1,uncharacterized LOC119661201,Sex-and-mating-regulated: direction reinforced by mating,-1.079476025,5.96e-94,Male-biased,-1.621460418,5.46214013194477e-172,Unknown,Unknown,NA,TRUE,NP_001260046.1| schlaff,"NP_001260046.1| schlaff, isoform B",2.61e-145,84.5,50.1,415.2,uncharacterized LOC119661201
Maxillary palp,XM_038070421.1,uncharacterized LOC119661201,Sex-and-mating-regulated: direction reinforced by mating,-1.079314671,8.96e-94,Male-biased,-1.622169138,4.70302220029023e-173,Unknown,Unknown,NA,TRUE,NP_001260046.1| schlaff,"NP_001260046.1| schlaff, isoform B",7.22e-145,84.5,50,414.1,uncharacterized LOC119661201
Maxillary palp,XM_038060794.1,uncharacterized LOC119655091,Sex-dimorphic only,-1.076747942,4.2e-19,Male-biased,-0.173891027,0.447614433,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119655091
Maxillary palp,XM_038056949.1,uncharacterized LOC119652678,Sex-dimorphic only,-1.075328337,2.44e-51,Male-biased,-0.731994858,3.1171999192914e-13,Unknown,Unknown,NA,TRUE,NP_001137813.1| uncharacterized protein Dmel_CG17127,"NP_001137813.1| uncharacterized protein Dmel_CG17127, isoform B",2.17e-43,81.6,28.8,145.6,uncharacterized LOC119652678
Maxillary palp,XM_038046798.1,uncharacterized LOC119646361,Sex-dimorphic only,-1.069641187,1.81e-18,Male-biased,-0.711619764,3.2164912376199e-16,Unknown,Unknown,NA,TRUE,NP_001246369.1| limostatin,"NP_001246369.1| limostatin, isoform C",2.43e-19,49.4,15.2,84.7,uncharacterized LOC119646361
Maxillary palp,XM_038063883.1,major royal jelly protein 1-like,Sex-dimorphic only,-1.064562072,1.26e-23,Male-biased,-0.076822452,0.756442006,Unknown,Unknown,NA,TRUE,NP_650289.2| yellow-e2,NP_650289.2| yellow-e2,2.10e-120,42.6,75.9,363.2,major royal jelly protein 1-like
Maxillary palp,XM_038063882.1,major royal jelly protein 1-like,Sex-dimorphic only,-1.06333018,1.09e-23,Male-biased,-0.077803931,0.751526625,Unknown,Unknown,NA,TRUE,ACX30039.1| MIP14536p,"ACX30039.1| MIP14536p, partial",6.28e-120,42.6,74.7,362.8,major royal jelly protein 1-like
Maxillary palp,XM_038060797.1,uncharacterized LOC119655091,Sex-dimorphic only,-1.063322577,1.76e-19,Male-biased,-0.186194308,0.395942364,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119655091
Maxillary palp,XM_038060795.1,uncharacterized LOC119655091,Sex-dimorphic only,-1.062249738,1.19e-19,Male-biased,-0.186736131,0.397195818,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,uncharacterized LOC119655091
Maxillary palp,XM_038047394.1,flocculation protein FLO11-like,Sex-and-mating-regulated: direction reinforced by mating,-1.061635869,2.47e-05,Male-biased,-2.991761918,8.2729752039293e-37,Unknown,Unknown,NA,FALSE,,No significant Dmel hit,,,,,flocculation protein FLO11-like
