Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
HillOR190,OR190,HillOR190,XM_038049204.1,Hermetia illucens,Hill,OR190,OR,XP_037905132.1,XM_038049204.1,Odorant receptor OR190 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR164,OR164,HillOR164,XM_038049205.1,Hermetia illucens,Hill,OR164,OR,XP_037905133.1,XM_038049205.1,Odorant receptor OR164 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR191,OR191,HillOR191,XM_038049385.1,Hermetia illucens,Hill,OR191,OR,XP_037905313.1,XM_038049385.1,Odorant receptor OR191 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR163,OR163,HillOR163,XM_038049386.1,Hermetia illucens,Hill,OR163,OR,XP_037905313.1,XM_038049386.1,Odorant receptor OR163 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR194,OR194,HillOR194,XM_038049387.1,Hermetia illucens,Hill,OR194,OR,XP_037905315.1,XM_038049387.1,Odorant receptor OR194 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR141,OR141,HillOR141,XM_038051447.1,Hermetia illucens,Hill,OR141,OR,XP_037907375.1,XM_038051447.1,Odorant receptor OR141 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR197,OR197,HillOR197,XM_038051575.1,Hermetia illucens,Hill,OR197,OR,XP_037907503.1,XM_038051575.1,Odorant receptor OR197 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR198,OR198,HillOR198,XM_038051583.1,Hermetia illucens,Hill,OR198,OR,XP_037907511.1,XM_038051583.1,Odorant receptor OR198 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR146,OR146,HillOR146,XM_038051804.1,Hermetia illucens,Hill,OR146,OR,XP_037907732.1,XM_038051804.1,Odorant receptor OR146 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR189,OR189,HillOR189,XM_038051924.1,Hermetia illucens,Hill,OR189,OR,XP_037907852.1,XM_038051924.1,Odorant receptor OR189 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR185,OR185,HillOR185,XM_038052134.1,Hermetia illucens,Hill,OR185,OR,XP_037902460.1,XM_038052134.1,Odorant receptor OR185 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR137,OR137,HillOR137,XM_038054258.1,Hermetia illucens,Hill,OR137,OR,XP_037910186.1,XM_038054258.1,Odorant receptor OR137 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR162,OR162,HillOR162,XM_038054376.1,Hermetia illucens,Hill,OR162,OR,XP_037910304.1,XM_038054376.1,Odorant receptor OR162 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR145,OR145,HillOR145,XM_038054493.1,Hermetia illucens,Hill,OR145,OR,XP_037910421.1,XM_038054493.1,Odorant receptor OR145 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR64,OR64,HillOR64,XM_038055100.1,Hermetia illucens,Hill,OR64,OR,XP_037911028.1,XM_038055100.1,Odorant receptor OR64 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR61,OR61,HillOR61,XM_038055419.1,Hermetia illucens,Hill,OR61,OR,XP_037911347.1,XM_038055419.1,Odorant receptor OR61 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR69,OR69,HillOR69,XM_038055510.1,Hermetia illucens,Hill,OR69,OR,XP_037911438.1,XM_038055510.1,Odorant receptor OR69 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR62,OR62,HillOR62,XM_038055546.1,Hermetia illucens,Hill,OR62,OR,XP_037911474.1,XM_038055546.1,Odorant receptor OR62 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR65,OR65,HillOR65,XM_038055547.1,Hermetia illucens,Hill,OR65,OR,XP_037911475.1,XM_038055547.1,Odorant receptor OR65 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR98,OR98,HillOR98,XM_038055548.1,Hermetia illucens,Hill,OR98,OR,XP_037911476.1,XM_038055548.1,Odorant receptor OR98 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR56,OR56,HillOR56,XM_038055678.1,Hermetia illucens,Hill,OR56,OR,XP_037911606.1,XM_038055678.1,Odorant receptor OR56 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR80,OR80,HillOR80,XM_038055679.1,Hermetia illucens,Hill,OR80,OR,XP_037911607.1,XM_038055679.1,Odorant receptor OR80 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR50,OR50,HillOR50,XM_038055761.1,Hermetia illucens,Hill,OR50,OR,XP_037911689.1,XM_038055761.1,Odorant receptor OR50 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR67,OR67,HillOR67,XM_038055770.1,Hermetia illucens,Hill,OR67,OR,XP_037911698.1,XM_038055770.1,Odorant receptor OR67 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR93,OR93,HillOR93,XM_038055771.1,Hermetia illucens,Hill,OR93,OR,XP_037911699.1,XM_038055771.1,Odorant receptor OR93 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR77,OR77,HillOR77,XM_038055772.1,Hermetia illucens,Hill,OR77,OR,XP_037911700.1,XM_038055772.1,Odorant receptor OR77 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR109,OR109,HillOR109,XM_038055773.1,Hermetia illucens,Hill,OR109,OR,XP_037911701.1,XM_038055773.1,Odorant receptor OR109 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR57,OR57,HillOR57,XM_038055824.1,Hermetia illucens,Hill,OR57,OR,XP_037911752.1,XM_038055824.1,Odorant receptor OR57 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR75,OR75,HillOR75,XM_038056092.1,Hermetia illucens,Hill,OR75,OR,XP_037912020.1,XM_038056092.1,Odorant receptor OR75 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR70,OR70,HillOR70,XM_038056093.1,Hermetia illucens,Hill,OR70,OR,XP_037912021.1,XM_038056093.1,Odorant receptor OR70 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR79,OR79,HillOR79,XM_038056094.1,Hermetia illucens,Hill,OR79,OR,XP_037912022.1,XM_038056094.1,Odorant receptor OR79 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR52,OR52,HillOR52,XM_038056095.1,Hermetia illucens,Hill,OR52,OR,XP_037912023.1,XM_038056095.1,Odorant receptor OR52 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR87,OR87,HillOR87,XM_038056097.1,Hermetia illucens,Hill,OR87,OR,XP_037912025.1,XM_038056097.1,Odorant receptor OR87 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR55,OR55,HillOR55,XM_038056098.1,Hermetia illucens,Hill,OR55,OR,XP_037912026.1,XM_038056098.1,Odorant receptor OR55 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR160,OR160,HillOR160,XM_038056099.1,Hermetia illucens,Hill,OR160,OR,XP_037912027.1,XM_038056099.1,Odorant receptor OR160 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR73,OR73,HillOR73,XM_038056100.1,Hermetia illucens,Hill,OR73,OR,XP_037912028.1,XM_038056100.1,Odorant receptor OR73 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR114,OR114,HillOR114,XM_038056101.1,Hermetia illucens,Hill,OR114,OR,XP_037912029.1,XM_038056101.1,Odorant receptor OR114 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR83,OR83,HillOR83,XM_038056102.1,Hermetia illucens,Hill,OR83,OR,XP_037912030.1,XM_038056102.1,Odorant receptor OR83 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR147,OR147,HillOR147,XM_038056104.1,Hermetia illucens,Hill,OR147,OR,XP_037912032.1,XM_038056104.1,Odorant receptor OR147 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR78,OR78,HillOR78,XM_038056105.1,Hermetia illucens,Hill,OR78,OR,XP_037912033.1,XM_038056105.1,Odorant receptor OR78 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR157,OR157,HillOR157,XM_038056106.1,Hermetia illucens,Hill,OR157,OR,XP_037912034.1,XM_038056106.1,Odorant receptor OR157 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR118,OR118,HillOR118,XM_038056107.1,Hermetia illucens,Hill,OR118,OR,XP_037912035.1,XM_038056107.1,Odorant receptor OR118 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR60,OR60,HillOR60,XM_038056108.1,Hermetia illucens,Hill,OR60,OR,XP_037912036.1,XM_038056108.1,Odorant receptor OR60 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR76,OR76,HillOR76,XM_038056243.1,Hermetia illucens,Hill,OR76,OR,XP_037912171.1,XM_038056243.1,Odorant receptor OR76 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR88,OR88,HillOR88,XM_038056268.1,Hermetia illucens,Hill,OR88,OR,XP_037912196.1,XM_038056268.1,Odorant receptor OR88 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR63,OR63,HillOR63,XM_038056314.1,Hermetia illucens,Hill,OR63,OR,XP_037912242.1,XM_038056314.1,Odorant receptor OR63 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR51,OR51,HillOR51,XM_038057079.1,Hermetia illucens,Hill,OR51,OR,XP_037913007.1,XM_038057079.1,Odorant receptor OR51 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR94,OR94,HillOR94,XM_038058667.1,Hermetia illucens,Hill,OR94,OR,XP_037914595.1,XM_038058667.1,Odorant receptor OR94 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR159,OR159,HillOR159,XM_038059157.1,Hermetia illucens,Hill,OR159,OR,XP_037915085.1,XM_038059157.1,Odorant receptor OR159 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR14,OR14,HillOR14,XM_038059166.1,Hermetia illucens,Hill,OR14,OR,XP_037915094.1,XM_038059166.1,Odorant receptor OR14 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR39,OR39,HillOR39,XM_038059274.1,Hermetia illucens,Hill,OR39,OR,XP_037915202.1,XM_038059274.1,Odorant receptor OR39 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR74,OR74,HillOR74,XM_038059275.1,Hermetia illucens,Hill,OR74,OR,XP_037915203.1,XM_038059275.1,Odorant receptor OR74 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR42,OR42,HillOR42,XM_038059276.1,Hermetia illucens,Hill,OR42,OR,XP_037915204.1,XM_038059276.1,Odorant receptor OR42 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR48,OR48,HillOR48,XM_038059277.1,Hermetia illucens,Hill,OR48,OR,XP_037915205.1,XM_038059277.1,Odorant receptor OR48 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR7,OR7,HillOR7,XM_038060282.1,Hermetia illucens,Hill,OR7,OR,XP_037916210.1,XM_038060282.1,Odorant receptor OR7 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR6,OR6,HillOR6,XM_038060284.1,Hermetia illucens,Hill,OR6,OR,XP_037916212.1,XM_038060284.1,Odorant receptor OR6 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR5,OR5,HillOR5,XM_038060285.1,Hermetia illucens,Hill,OR5,OR,XP_037916213.1,XM_038060285.1,Odorant receptor OR5 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR3,OR3,HillOR3,XM_038060286.1,Hermetia illucens,Hill,OR3,OR,XP_037916214.1,XM_038060286.1,Odorant receptor OR3 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR8,OR8,HillOR8,XM_038060287.1,Hermetia illucens,Hill,OR8,OR,XP_037916215.1,XM_038060287.1,Odorant receptor OR8 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR4,OR4,HillOR4,XM_038060288.1,Hermetia illucens,Hill,OR4,OR,XP_037916216.1,XM_038060288.1,Odorant receptor OR4 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR10,OR10,HillOR10,XM_038060289.1,Hermetia illucens,Hill,OR10,OR,XP_037916217.1,XM_038060289.1,Odorant receptor OR10 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR9,OR9,HillOR9,XM_038060290.1,Hermetia illucens,Hill,OR9,OR,XP_037916218.1,XM_038060290.1,Odorant receptor OR9 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR11,OR11,HillOR11,XM_038060291.1,Hermetia illucens,Hill,OR11,OR,XP_037916219.1,XM_038060291.1,Odorant receptor OR11 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR12,OR12,HillOR12,XM_038060292.1,Hermetia illucens,Hill,OR12,OR,XP_037916220.1,XM_038060292.1,Odorant receptor OR12 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR21,OR21,HillOR21,XM_038060575.1,Hermetia illucens,Hill,OR21,OR,XP_037916503.1,XM_038060575.1,Odorant receptor OR21 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR20,OR20,HillOR20,XM_038060576.1,Hermetia illucens,Hill,OR20,OR,XP_037916504.1,XM_038060576.1,Odorant receptor OR20 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR41,OR41,HillOR41,XM_038060616.1,Hermetia illucens,Hill,OR41,OR,XP_037916544.1,XM_038060616.1,Odorant receptor OR41 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR34,OR34,HillOR34,XM_038060870.1,Hermetia illucens,Hill,OR34,OR,XP_037916798.1,XM_038060870.1,Odorant receptor OR34 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR54,OR54,HillOR54,XM_038060947.1,Hermetia illucens,Hill,OR54,OR,XP_037916875.1,XM_038060947.1,Odorant receptor OR54 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR58,OR58,HillOR58,XM_038060948.1,Hermetia illucens,Hill,OR58,OR,XP_037916876.1,XM_038060948.1,Odorant receptor OR58 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR90,OR90,HillOR90,XM_038060949.1,Hermetia illucens,Hill,OR90,OR,XP_037916877.1,XM_038060949.1,Odorant receptor OR90 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR150,OR150,HillOR150,XM_038061013.1,Hermetia illucens,Hill,OR150,OR,XP_037916941.1,XM_038061013.1,Odorant receptor OR150 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR115,OR115,HillOR115,XM_038061038.1,Hermetia illucens,Hill,OR115,OR,XP_037916966.1,XM_038061038.1,Odorant receptor OR115 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR33,OR33,HillOR33,XM_038061056.1,Hermetia illucens,Hill,OR33,OR,XP_037916984.1,XM_038061056.1,Odorant receptor OR33 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR23,OR23,HillOR23,XM_038061095.1,Hermetia illucens,Hill,OR23,OR,XP_037917023.1,XM_038061095.1,Odorant receptor OR23 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR148,OR148,HillOR148,XM_038061101.1,Hermetia illucens,Hill,OR148,OR,XP_037917029.1,XM_038061101.1,Odorant receptor OR148 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR31,OR31,HillOR31,XM_038061161.1,Hermetia illucens,Hill,OR31,OR,XP_037917089.1,XM_038061161.1,Odorant receptor OR31 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR196,OR196,HillOR196,XM_038061169.1,Hermetia illucens,Hill,OR196,OR,XP_037917097.1,XM_038061169.1,Odorant receptor OR196 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR28,OR28,HillOR28,XM_038061172.1,Hermetia illucens,Hill,OR28,OR,XP_037917100.1,XM_038061172.1,Odorant receptor OR28 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR40,OR40,HillOR40,XM_038061174.1,Hermetia illucens,Hill,OR40,OR,XP_037917102.1,XM_038061174.1,Odorant receptor OR40 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR30,OR30,HillOR30,XM_038061199.1,Hermetia illucens,Hill,OR30,OR,XP_037917127.1,XM_038061199.1,Odorant receptor OR30 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR18,OR18,HillOR18,XM_038061246.1,Hermetia illucens,Hill,OR18,OR,XP_037917174.1,XM_038061246.1,Odorant receptor OR18 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR153,OR153,HillOR153,XM_038061314.1,Hermetia illucens,Hill,OR153,OR,XP_037917242.1,XM_038061314.1,Odorant receptor OR153 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR72,OR72,HillOR72,XM_038061332.1,Hermetia illucens,Hill,OR72,OR,XP_037917260.1,XM_038061332.1,Odorant receptor OR72 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR66,OR66,HillOR66,XM_038061345.1,Hermetia illucens,Hill,OR66,OR,XP_037917273.1,XM_038061345.1,Odorant receptor OR66 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR32,OR32,HillOR32,XM_038061357.1,Hermetia illucens,Hill,OR32,OR,XP_037917285.1,XM_038061357.1,Odorant receptor OR32 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR117,OR117,HillOR117,XM_038061374.1,Hermetia illucens,Hill,OR117,OR,XP_037917302.1,XM_038061374.1,Odorant receptor OR117 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR151,OR151,HillOR151,XM_038061402.1,Hermetia illucens,Hill,OR151,OR,XP_037917330.1,XM_038061402.1,Odorant receptor OR151 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR152,OR152,HillOR152,XM_038061430.1,Hermetia illucens,Hill,OR152,OR,XP_037917358.1,XM_038061430.1,Odorant receptor OR152 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR154,OR154,HillOR154,XM_038061459.1,Hermetia illucens,Hill,OR154,OR,XP_037917387.1,XM_038061459.1,Odorant receptor OR154 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR125,OR125,HillOR125,XM_038061591.1,Hermetia illucens,Hill,OR125,OR,XP_037917519.1,XM_038061591.1,Odorant receptor OR125 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR155,OR155,HillOR155,XM_038061598.1,Hermetia illucens,Hill,OR155,OR,XP_037917526.1,XM_038061598.1,Odorant receptor OR155 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR108,OR108,HillOR108,XM_038061647.1,Hermetia illucens,Hill,OR108,OR,XP_037903622.1,XM_038061647.1,Odorant receptor OR108 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR92,OR92,HillOR92,XM_038061664.1,Hermetia illucens,Hill,OR92,OR,XP_037903622.1,XM_038061664.1,Odorant receptor OR92 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR106,OR106,HillOR106,XM_038061678.1,Hermetia illucens,Hill,OR106,OR,XP_037903622.1,XM_038061678.1,Odorant receptor OR106 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillOR110,OR110,HillOR110,XM_038061690.1,Hermetia illucens,Hill,OR110,OR,XP_037903622.1,XM_038061690.1,Odorant receptor OR110 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
